MED-1178,MED-1179,0.5085823610298045
MED-1755,MED-1757,0.6094010170987789
MED-3424,MED-3426,0.5093153668744906
MED-4335,MED-4588,0.5519755091652274
MED-1394,MED-1390,0.5840017181944593
MED-5289,MED-4336,0.5012321877772874
MED-1292,MED-1291,0.6477347068246964
MED-5153,MED-5271,0.5201081734859563
MED-3790,MED-3245,0.5276927538920897
MED-1017,MED-1013,0.5164348248559008
MED-1013,MED-1017,0.5164348248559008
MED-4327,MED-5338,0.5110723604405566
MED-1814,MED-1818,0.5430297610615565
MED-1130,MED-4851,0.5344139761893455
MED-3245,MED-3790,0.5276927538920897
MED-1390,MED-1394,0.5840017181944593
MED-2770,MED-2773,0.506605699877987
MED-1179,MED-1178,0.5085823610298045
MED-1278,MED-1282,0.5022791763305418
MED-3832,MED-2437,0.5026595826620875
MED-2601,MED-2602,0.5230880885537099
MED-4650,MED-4649,0.5216796705723971
MED-3966,MED-3961,0.5008800662840948
MED-1289,MED-1282,0.534909681813166
MED-1289,MED-1284,0.5291356030271351
MED-1103,MED-5089,0.5116087340673302
MED-1103,MED-2414,0.5438887299017385
MED-2417,MED-2437,0.5002482129616976
MED-1757,MED-1755,0.6094010170987789
MED-2773,MED-2770,0.506605699877987
MED-5338,MED-4327,0.5110723604405566
MED-1282,MED-1278,0.5022791763305418
MED-1282,MED-1289,0.534909681813166
MED-3205,MED-3200,0.6560805032634753
MED-1284,MED-1289,0.5291356030271351
MED-5089,MED-1103,0.5116087340673302
MED-4336,MED-5289,0.5012321877772874
MED-3961,MED-3966,0.5008800662840948
MED-1118,MED-1122,0.5568760523160052
MED-2602,MED-2601,0.5230880885537099
MED-2844,MED-2851,0.784599148751086
MED-4848,MED-4851,0.5482245155290836
MED-1818,MED-1814,0.5430297610615565
MED-1818,MED-3722,0.5399246013145125
MED-2414,MED-1103,0.5438887299017385
MED-1122,MED-1118,0.5568760523160052
MED-1388,MED-2593,0.5193483825120461
MED-1291,MED-1292,0.6477347068246964
MED-2593,MED-1388,0.5193483825120461
MED-2851,MED-2844,0.784599148751086
MED-1226,MED-4680,0.5540554254250668
MED-4851,MED-1130,0.5344139761893455
MED-4851,MED-4848,0.5482245155290836
MED-4851,MED-4629,0.5162992386968706
MED-4649,MED-4650,0.5216796705723971
MED-4588,MED-4335,0.5519755091652274
MED-2437,MED-3832,0.5026595826620875
MED-2437,MED-2417,0.5002482129616976
MED-5271,MED-5153,0.5201081734859563
MED-4680,MED-1226,0.5540554254250668
MED-3426,MED-3424,0.5093153668744906
MED-3848,MED-3830,0.5744666493079915
MED-3722,MED-1818,0.5399246013145125
MED-4629,MED-4851,0.5162992386968706
MED-3200,MED-3205,0.6560805032634753
MED-3830,MED-3848,0.5744666493079915
