MED-4327,MED-330,0.512762133238656
MED-1337,MED-1340,0.6793008232828799
MED-4603,MED-5301,1.0000000000000004
MED-3782,MED-3789,0.5934848330813967
MED-3423,MED-3422,0.5379573382290748
MED-2264,MED-2257,0.5057061678368815
MED-918,MED-1674,0.5289873092828175
MED-3096,MED-3092,0.51439218193165
MED-4146,MED-4144,0.5292819006442757
MED-4509,MED-4510,0.5094922462326121
MED-943,MED-5160,0.5154443408801814
MED-2191,MED-2202,0.6334257244825071
MED-3309,MED-3292,0.9999999999999993
MED-3700,MED-1643,0.542395868790893
MED-2770,MED-2773,0.5059255875603184
MED-3127,MED-3142,0.719614666631671
MED-4517,MED-4639,1.0000000000000004
MED-5312,MED-5321,0.5865752898123988
MED-973,MED-1234,0.5445713858740774
MED-2171,MED-2174,0.6841652219681204
MED-4317,MED-4316,0.5731191135769037
MED-3766,MED-4445,0.5649612239855794
MED-5326,MED-4493,0.5385428052702902
MED-3127,MED-3139,0.5971797094470974
MED-2758,MED-2761,0.5690303301988163
MED-1103,MED-2414,0.5964424025655918
MED-2414,MED-5089,0.5016968065093945
MED-1934,MED-1926,0.6157538860355016
MED-1538,MED-1533,0.6892175719512448
MED-1559,MED-3699,0.534643281394468
MED-4925,MED-2758,0.5453714973219552
MED-2951,MED-4689,0.9999999999999994
MED-2363,MED-2354,0.5393721530351968
MED-3127,MED-4786,0.6526169529041816
MED-3142,MED-3139,0.6038280763074206
MED-3142,MED-4786,0.6360033868527518
MED-995,MED-1004,0.5350259921378762
MED-1005,MED-1012,0.5382508749159711
MED-3832,MED-2437,0.5001815162293108
MED-3867,MED-4443,0.5311279826183748
MED-2274,MED-2273,0.7639065049065047
MED-4317,MED-4926,0.5644156564291785
MED-2055,MED-2058,0.5751984449949223
MED-1279,MED-1277,0.6306760193313277
MED-3551,MED-2437,0.5021134443032208
MED-2772,MED-2771,0.6329299776675851
MED-5106,MED-4398,0.6810721615363187
MED-1011,MED-1014,0.5010960793259149
MED-4817,MED-4813,0.584862010112966
MED-1233,MED-1232,0.5409990330595116
MED-5291,MED-4603,0.5014216645782691
MED-5291,MED-5301,0.5014216645782691
MED-2055,MED-2057,0.504897237054288
MED-1103,MED-5089,0.5491720867232391
MED-3139,MED-4786,0.596882174107082
MED-3206,MED-3210,0.5694903430893722
MED-4416,MED-3811,1.0000000000000007
MED-5129,MED-5131,0.5228242932603638
MED-5191,MED-5186,0.5004633753032253
MED-3586,MED-1783,0.5747361916047674
MED-3832,MED-3123,0.5423177955183314
MED-4327,MED-5338,0.5080681227656003
MED-3653,MED-4809,0.5497115069459871
MED-4363,MED-4813,0.5241669560339643
MED-1164,MED-1172,0.5741416220229916
