MED-1233,MED-1232,0.5409990330595116
MED-5326,MED-4493,0.5385428052702899
MED-2770,MED-2773,0.5059255875603184
MED-2264,MED-2257,0.5057061678368816
MED-3586,MED-1783,0.5747361916047674
MED-2171,MED-2174,0.6841652219681205
MED-5312,MED-5321,0.5865752898123989
MED-5106,MED-4398,0.6810721615363184
MED-4925,MED-2758,0.5453714973219554
MED-918,MED-1674,0.5289873092828175
MED-1559,MED-3699,0.534643281394468
MED-2191,MED-2202,0.633425724482507
MED-5191,MED-5186,0.5004633753032254
MED-4509,MED-4510,0.5094922462326119
MED-3700,MED-1643,0.5423958687908929
MED-3206,MED-3210,0.5694903430893719
MED-5291,MED-4603,0.5014216645782692
MED-5291,MED-5301,0.5014216645782692
MED-1103,MED-2414,0.5964424025655919
MED-1103,MED-5089,0.5491720867232395
MED-2274,MED-2273,0.7639065049065045
MED-3127,MED-3142,0.719614666631671
MED-3127,MED-3139,0.5971797094470978
MED-3127,MED-4786,0.6526169529041815
MED-3096,MED-3092,0.5143921819316499
MED-4327,MED-330,0.5127621332386559
MED-4327,MED-5338,0.5080681227655998
MED-4363,MED-4813,0.5241669560339647
MED-3653,MED-4809,0.549711506945987
MED-1164,MED-1172,0.5741416220229921
MED-995,MED-1004,0.5350259921378759
MED-3142,MED-3139,0.6038280763074207
MED-3142,MED-4786,0.6360033868527516
MED-1011,MED-1014,0.5010960793259147
MED-1337,MED-1340,0.6793008232828799
MED-4317,MED-4926,0.5644156564291781
MED-4317,MED-4316,0.5731191135769035
MED-3139,MED-4786,0.596882174107082
MED-2772,MED-2771,0.6329299776675852
MED-2055,MED-2058,0.5751984449949227
MED-2055,MED-2057,0.5048972370542882
MED-2758,MED-2761,0.5690303301988164
MED-1934,MED-1926,0.6157538860355013
MED-1538,MED-1533,0.6892175719512449
MED-3832,MED-2437,0.5001815162293108
MED-3832,MED-3123,0.5423177955183315
MED-1005,MED-1012,0.5382508749159715
MED-1279,MED-1277,0.6306760193313273
MED-4146,MED-4144,0.5292819006442757
MED-4517,MED-4639,1.0
MED-943,MED-5160,0.5154443408801814
MED-973,MED-1234,0.5445713858740776
MED-3766,MED-4445,0.5649612239855794
MED-3782,MED-3789,0.5934848330813962
MED-2414,MED-5089,0.5016968065093949
MED-3423,MED-3422,0.5379573382290748
MED-2951,MED-4689,1.0
MED-4603,MED-5301,1.0
MED-3309,MED-3292,1.0
MED-3551,MED-2437,0.502113444303221
MED-2363,MED-2354,0.5393721530351973
MED-4817,MED-4813,0.5848620101129666
MED-5129,MED-5131,0.5228242932603636
MED-4416,MED-3811,1.0000000000000002
MED-3867,MED-4443,0.5311279826183751
